City,Date,AQI
Agra,2023-04-05,69.0
Agra,2023-04-06,73.0
Agra,2023-04-07,72.0
Agra,2023-04-08,64.0
Agra,2023-04-09,82.0
Agra,2023-04-10,82.0
Agra,2023-04-11,76.0
Agra,2023-04-12,100.0
Agra,2023-04-13,84.0
Agra,2023-04-14,80.0
Agra,2023-04-15,88.0
Agra,2023-04-16,80.0
Agra,2023-04-17,73.0
Agra,2023-04-18,72.0
Agra,2023-04-19,113.0
Agra,2023-04-20,89.0
Agra,2023-04-21,62.0
Agra,2023-04-22,82.0
Agra,2023-04-23,65.0
Agra,2023-04-24,67.0
Agra,2023-04-25,50.0
Agra,2023-04-26,65.0
Agra,2023-04-27,68.0
Agra,2023-04-28,93.0
Agra,2023-04-29,59.0
Agra,2023-04-30,66.0
Agra,2023-05-01,46.0
Agra,2023-05-02,47.0
Agra,2023-05-03,50.0
Agra,2023-05-04,41.0
Agra,2023-05-05,56.0
Agra,2023-05-06,76.0
Agra,2023-05-07,75.0
Agra,2023-05-08,56.0
Agra,2023-05-09,62.0
Agra,2023-05-10,73.0
Agra,2023-05-11,77.0
Agra,2023-05-12,84.0
Agra,2023-05-13,71.0
Agra,2023-05-14,78.0
Agra,2023-05-15,70.0
Agra,2023-05-16,69.0
Agra,2023-05-17,74.0
Agra,2023-05-18,86.0
Agra,2023-05-19,89.0
Agra,2023-05-20,111.0
Agra,2023-05-21,107.0
Agra,2023-05-22,104.0
Agra,2023-05-23,86.0
Agra,2023-05-24,88.0
Agra,2023-05-25,76.0
Agra,2023-05-26,67.0
Agra,2023-05-27,63.0
Agra,2023-05-28,72.0
Agra,2023-05-29,83.0
Agra,2023-05-30,74.0
Agra,2023-05-31,51.0
Agra,2023-06-01,52.0
Agra,2023-06-02,62.0
Agra,2023-06-03,91.0
Agra,2023-06-04,92.0
Agra,2023-06-05,65.0
Agra,2023-06-06,84.0
Agra,2023-06-07,120.0
Agra,2023-06-08,119.0
Agra,2023-06-09,85.0
Agra,2023-06-10,77.0
Agra,2023-06-11,102.0
Agra,2023-06-12,125.0
Agra,2023-06-13,109.0
Agra,2023-06-14,82.0
Agra,2023-06-15,82.0
Agra,2023-06-16,77.0
Agra,2023-06-17,65.0
Agra,2023-06-18,67.0
Agra,2023-06-19,50.0
Agra,2023-06-20,36.0
Agra,2023-06-21,47.0
Agra,2023-06-22,85.0
Agra,2023-06-23,79.0
Agra,2023-06-24,90.0
Agra,2023-06-25,52.0
Agra,2023-06-26,46.0
Agra,2023-06-27,47.0
Agra,2023-06-28,65.0
Agra,2023-06-29,53.0
Agra,2023-06-30,61.0
Agra,2023-07-01,43.0
Agra,2023-07-02,52.0
Agra,2023-07-03,66.0
Agra,2023-07-04,78.0
Agra,2023-07-05,67.0
Agra,2023-07-06,47.0
Agra,2023-07-07,52.0
Agra,2023-07-08,66.0
Agra,2023-07-09,55.0
Agra,2023-07-10,46.0
Agra,2023-07-11,50.0
Agra,2023-07-12,65.0
Agra,2023-07-13,56.0
Agra,2023-07-14,50.0
Agra,2023-07-15,72.0
Agra,2023-07-16,44.0
Agra,2023-07-17,53.0
Agra,2023-07-18,64.0
Agra,2023-07-19,50.0
Agra,2023-07-20,64.0
Agra,2023-07-21,68.0
Agra,2023-07-22,65.0
Agra,2023-07-23,48.0
