City,Date,AQI
Gurugram,2022-09-11,178.0
Gurugram,2022-09-12,115.0
Gurugram,2022-09-13,134.0
Gurugram,2022-09-14,69.0
Gurugram,2022-09-15,70.0
Gurugram,2022-09-16,48.0
Gurugram,2022-09-17,86.0
Gurugram,2022-09-18,99.0
Gurugram,2022-09-19,191.0
Gurugram,2022-09-20,141.0
Gurugram,2022-09-21,136.0
Gurugram,2022-09-22,96.0
Gurugram,2022-09-23,59.0
Gurugram,2022-09-24,74.0
Gurugram,2022-09-25,114.0
Gurugram,2022-09-26,121.0
Gurugram,2022-09-27,122.0
Gurugram,2022-09-28,167.0
Gurugram,2022-09-29,190.0
Gurugram,2022-09-30,153.0
Gurugram,2022-10-01,219.0
Gurugram,2022-10-02,153.0
Gurugram,2022-10-03,130.0
Gurugram,2022-10-04,168.0
Gurugram,2022-10-05,238.0
Gurugram,2022-10-06,73.0
Gurugram,2022-10-07,41.0
Gurugram,2022-10-08,43.0
Gurugram,2022-10-09,32.0
Gurugram,2022-10-10,29.0
Gurugram,2022-10-11,58.0
Gurugram,2022-10-12,120.0
Gurugram,2022-10-13,127.0
Gurugram,2022-10-14,169.0
Gurugram,2022-10-15,213.0
Gurugram,2022-10-16,231.0
Gurugram,2022-10-17,232.0
Gurugram,2022-10-18,258.0
Gurugram,2022-10-19,186.0
Gurugram,2022-10-20,187.0
Gurugram,2022-10-21,242.0
Gurugram,2022-10-22,207.0
Gurugram,2022-10-23,251.0
Gurugram,2022-10-24,322.0
Gurugram,2022-10-25,292.0
Gurugram,2022-10-26,244.0
Gurugram,2022-10-27,362.0
Gurugram,2022-10-28,333.0
Gurugram,2022-10-29,375.0
Gurugram,2022-10-30,327.0
Gurugram,2022-10-31,376.0
Gurugram,2022-11-01,390.0
Gurugram,2022-11-02,310.0
Gurugram,2022-11-03,430.0
Gurugram,2022-11-04,416.0
Gurugram,2022-11-05,357.0
Gurugram,2022-11-06,308.0
Gurugram,2022-11-07,305.0
Gurugram,2022-11-08,287.0
Gurugram,2022-11-09,174.0
Gurugram,2022-11-10,237.0
Gurugram,2022-11-11,353.0
Gurugram,2022-11-12,286.0
Gurugram,2022-11-13,282.0
Gurugram,2022-11-14,230.0
Gurugram,2022-11-15,217.0
Gurugram,2022-11-16,248.0
Gurugram,2022-11-17,223.0
Gurugram,2022-11-18,264.0
Gurugram,2022-11-19,247.0
Gurugram,2022-11-20,284.0
Gurugram,2022-11-21,276.0
Gurugram,2022-11-22,242.0
Gurugram,2022-11-23,212.0
Gurugram,2022-11-24,216.0
Gurugram,2022-11-25,254.0
Gurugram,2022-11-26,283.0
Gurugram,2022-11-27,310.0
Gurugram,2022-11-28,283.0
Gurugram,2022-11-29,312.0
Gurugram,2022-11-30,333.0
Gurugram,2022-12-01,292.0
Gurugram,2022-12-02,311.0
Gurugram,2022-12-03,300.0
Gurugram,2022-12-04,318.0
Gurugram,2022-12-05,288.0
Gurugram,2022-12-06,278.0
Gurugram,2022-12-07,215.0
Gurugram,2022-12-08,219.0
Gurugram,2022-12-09,260.0
Gurugram,2022-12-10,288.0
Gurugram,2022-12-11,204.0
Gurugram,2022-12-12,127.0
Gurugram,2022-12-13,191.0
Gurugram,2022-12-14,155.0
Gurugram,2022-12-15,228.0
Gurugram,2022-12-16,252.0
Gurugram,2022-12-17,287.0
Gurugram,2022-12-18,328.0
Gurugram,2022-12-19,383.0
Gurugram,2022-12-20,364.0
Gurugram,2022-12-21,340.0
Gurugram,2022-12-22,275.0
Gurugram,2022-12-23,335.0
Gurugram,2022-12-24,355.0
Gurugram,2022-12-25,257.0
Gurugram,2022-12-26,281.0
Gurugram,2022-12-27,252.0
Gurugram,2022-12-28,261.0
Gurugram,2022-12-29,257.0
Gurugram,2022-12-30,348.0
Gurugram,2022-12-31,326.0
Gurugram,2023-01-01,185.0
Gurugram,2023-01-02,266.0
Gurugram,2023-01-03,355.0
Gurugram,2023-01-04,322.0
Gurugram,2023-01-05,290.0
Gurugram,2023-01-06,354.0
Gurugram,2023-01-07,327.0
Gurugram,2023-01-08,311.0
Gurugram,2023-01-09,397.0
Gurugram,2023-01-10,348.0
Gurugram,2023-01-11,254.0
Gurugram,2023-01-12,317.0
Gurugram,2023-01-13,311.0
Gurugram,2023-01-14,288.0
Gurugram,2023-01-15,118.0
Gurugram,2023-01-16,207.0
Gurugram,2023-01-17,254.0
Gurugram,2023-01-18,268.0
Gurugram,2023-01-19,311.0
Gurugram,2023-01-20,206.0
Gurugram,2023-01-21,224.0
Gurugram,2023-01-22,360.0
Gurugram,2023-01-23,296.0
Gurugram,2023-01-24,259.0
Gurugram,2023-01-25,136.0
Gurugram,2023-01-26,254.0
Gurugram,2023-01-27,210.0
Gurugram,2023-01-28,192.0
Gurugram,2023-01-29,290.0
Gurugram,2023-01-30,117.0
Gurugram,2023-01-31,143.0
Gurugram,2023-02-01,143.0
Gurugram,2023-02-02,149.0
Gurugram,2023-02-03,182.0
Gurugram,2023-02-04,230.0
Gurugram,2023-02-05,231.0
Gurugram,2023-02-06,218.0
Gurugram,2023-02-07,280.0
Gurugram,2023-02-08,153.0
Gurugram,2023-02-09,231.0
Gurugram,2023-02-10,182.0
Gurugram,2023-02-11,262.0
Gurugram,2023-02-12,195.0
Gurugram,2023-02-13,140.0
Gurugram,2023-02-14,159.0
Gurugram,2023-02-15,178.0
Gurugram,2023-02-16,251.0
Gurugram,2023-02-17,346.0
Gurugram,2023-02-18,352.0
Gurugram,2023-02-19,329.0
Gurugram,2023-02-20,304.0
Gurugram,2023-02-21,248.0
Gurugram,2023-02-22,294.0
Gurugram,2023-02-23,221.0
Gurugram,2023-02-24,146.0
Gurugram,2023-02-25,228.0
Gurugram,2023-02-26,262.0
Gurugram,2023-02-27,252.0
Gurugram,2023-02-28,219.0
Gurugram,2023-03-01,139.0
Gurugram,2023-03-02,216.0
Gurugram,2023-03-03,152.0
Gurugram,2023-03-04,126.0
Gurugram,2023-03-05,124.0
Gurugram,2023-03-06,118.0
Gurugram,2023-03-07,164.0
Gurugram,2023-03-08,193.0
Gurugram,2023-03-09,84.0
Gurugram,2023-03-10,174.0
Gurugram,2023-03-11,170.0
Gurugram,2023-03-12,222.0
Gurugram,2023-03-13,256.0
Gurugram,2023-03-14,221.0
Gurugram,2023-03-15,160.0
Gurugram,2023-03-16,176.0
Gurugram,2023-03-17,154.0
Gurugram,2023-03-18,200.0
Gurugram,2023-03-19,103.0
Gurugram,2023-03-20,115.0
Gurugram,2023-03-21,71.0
Gurugram,2023-03-22,145.0
Gurugram,2023-03-23,116.0
Gurugram,2023-03-24,205.0
Gurugram,2023-03-25,70.0
Gurugram,2023-03-26,143.0
Gurugram,2023-03-27,162.0
Gurugram,2023-03-28,133.0
Gurugram,2023-03-29,189.0
Gurugram,2023-03-30,156.0
Gurugram,2023-03-31,66.0
